"DESCRIPTION_RPA"|"CODE_RPA"
"\P 20h30-21h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-PL-A"
"\P 10h30-11h30 LUN. JEU."|"SB-PM"
"\P 21h-22h MAR. MER. VEN. 1 MARS AU 1 DEC."|"SB-PN"
"\P 22h30-23h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-PO"
"\P 22h30-23h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-PO-A"
"\P 21h30-22h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-PP"
"\P 21h30-22h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-PP-A"
"\P 22h30-23h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-PQ"
"\P 22h30-23h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-PQ-A"
"\P 16h30-17h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-PR"
"\P 17h-18h LUN. MER. 1 MARS AU 1 DEC."|"SB-PS"
"\P 17h-18h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-PS-A"
"\P 22h-24h MAR. ET VEN.  1 MARS AU 1 DEC."|"SB-PT"
"\P 17h-18h MAR ET JEU 1 AVRIL AU 1 DEC."|"SB-PX-A"
"\P 14h-16h MARDI VENDREDI"|"SB-PY"
"\P 09h-16h MER. VEN."|"SB-QA"
"\P 14h-15h LUN. VEN."|"SB-QC"
"\P 09h-15h MAR. VEN."|"SB-RB"
"\P 09h-16h LUN. JEU."|"SB-RC"
"\P 16h30-17h30 MAR. ET JEU. 1 AVRIL AU 1 DEC."|"SB-RD-A"
"\P 18h-19h LUN. JEU. 1 MARS AU 1 DEC."|"SB-SA"
"\P 18h-19h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SA-A"
"\P 18h-19h MAR. VEN. 1 MARS AU 1 DEC."|"SB-SB"
"\P 20h-21h LUN. JEU. 1 MARS AU 1 DEC."|"SB-SC"
"\P 20h-21h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SC-A"
"\P 20h-21h MAR. VEN. 1 MARS AU 1 DEC."|"SB-SD"
"\P 20h-21h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-SD-A"
"\P 21h-22h LUN. JEU. 1 MARS AU 1 DEC."|"SB-SE"
"\P 21h-22h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SE-A"
"\P 21h-22h MAR. VEN. 1 MARS AU 1 DEC."|"SB-SF"
"\P 21h-22h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-SF-A"
"\P 22h-23h LUN. JEU. 1 MARS AU 1 DEC."|"SB-SG"
"\P 22h-23h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SG-A"
"\P 22h-23h MAR. VEN. 1 MARS AU 1 DEC."|"SB-SH"
"\P 22h-23h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-SH-A"
"\P 23h-24h LUN. JEU. 1 MARS AU 1 DEC."|"SB-SJ"
"\P 23h-24h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SJ-A"
"\P 23h-24h MAR. VEN. 1 MARS AU 1 DEC."|"SB-SK"
"\P 23h-24h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-SK-A"
"\P 19h-20h MAR. VEN. 1 MARS AU 1 DEC."|"SB-SM"
"\P 19h-20h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-SM-A"
"\P 18h30-19h30 LUN. JEU. 1 MARS AU 1 DEC."|"SB-SN"
"\P 18h30-19h30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SN-A"
"\P 18h30-19h30 LUN. MER. 1 MARS AU 1 DEC."|"SB-SO"
"\P 18h30-19h30 LUN. MER. 1 AVRIL AU 1 DEC."|"SB-SO-A"
"\P 18h30-19h30 MAR. JEU. 1 MARS AU 1 DEC."|"SB-SP"
"\P 18h30-19h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-SP-A"
"\P 18h30-19h30 MAR. VEN. 1 MARSL AU 1 DEC."|"SB-SQ"
"\P 19h-24h MAR. VEN. 1 MARS AU 1 DEC."|"SB-ST"
"\P 19h-24h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-ST-A"
"\P 19h-24h LUN. JEU. 1 MARS AU 1 DEC."|"SB-SX"
"\P 19h-24h LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-SX-A"
"\P 19h-22h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-SZ-A"
"\P 19h-22h LUNDI ET JEUDI"|"SB-UA"
"\P 19h-22h MARDI ET VENDREDI"|"SB-UC"
"\P 21h-22h MARDI ET JEUDI"|"SB-UD"
"\P 19h-20h LUN ET MER 1 MARS AU 1 DEC."|"SB-UF"
"\P 19h-20h LUN ET MER 1 AVRIL AU 1 DEC."|"SB-UF-A"
"\P 19h-20h MAR ET JEU 1 MARS AU 1 DEC."|"SB-UG"
"\P 19h-20h MAR ET JEU 1 AVRIL AU 1 DEC."|"SB-UG-A"
"\P 21h30-22h30 LUN ET MER 1 MARS AU 1 DEC."|"SB-UH"
"\P 21h30-22h30 LUN ET MER 1AVRIL AU 1 DEC."|"SB-UH-A"
"\P 20h30-21h30 MARDI ET JEUDI, 1ER MARS AU 1ER DEC."|"SB-UI"
"\P 20h30-21h30 MARDI ET JEUDI, 1ER AVRIL AU 1ER DEC."|"SB-UI-A"
"\P 22h30-23h30 LUN ET MER 1MARS AU 1 DEC."|"SB-UK"
"\P 22h30-23h30 LUN ET MER 1 AVRIL AU 1 DEC."|"SB-UK-A"
"\P 22h30-23h30 MAR ET JEU 1 MARS ET 1 DEC."|"SB-UL"
"\P 22h30-23h30 MAR ET JEU 1 AVRIL ET 1 DEC."|"SB-UL-A"
"\P 21h-22h LUN ET MER 1 MARS AU 1 DEC."|"SB-UM"
"\P 21h-22h LUN ET MER 1 AVRIL AU 1 DEC."|"SB-UM-A"
"\P 18h-19h MAR ET JEU 1 MARS AU 1 DEC."|"SB-UN"
"\P 18h-19h MAR ET JEU 1 AVRIL AU 1 DEC."|"SB-UN-A"
"\P 18h-19h LUN ET MER 1 MARS AU 1 DEC."|"SB-UO"
"\P 18h-19h LUN ET MER 1 AVRIL AU 1 DEC."|"SB-UO-A"
"\P 21h30 - 22h30 MAR et JEU 1 MARS au 1 DEC"|"SB-UP"
"\P 21h30 - 22h30 MAR et JEU 1 AVRIL au 1 DEC"|"SB-UP-A"
"\P 19h30-20h30 LUN et MER 1 MARS AU 1 DEC."|"SB-UQ"
"\P 19h30-20h30 LUN et MER 1 AVRIL AU 1 DEC."|"SB-UQ-A"
"\P 20h30-21h30 LUN ET MER 1 MARS AU 1 DEC."|"SB-UR"
"\P 20h30-21h30 LUN ET MER 1 AVRIL AU 1 DEC."|"SB-UR-A"
"\P 18H-24H MARDI ET VENDREDI"|"SB-US"
"\P 22h - 23h MAR et JEU 1 MARS au 1 DEC"|"SB-UT"
"\P 22h - 23h MAR et JEU 1 AVRIL au 1 DEC"|"SB-UT-A"
"\P 21h-22h MAR et JEU 1 AVRIL au 1 DEC"|"SB-UU-A"
"\P 23H30-00h30 MAR et JEU 1 AVRIL au 1 DEC"|"SB-UY-A"
"\P 20h-21h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-UZ-A"
"\P 08h-09h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VA"
"\P 08h-09h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VA-A"
"\P 08h30-09h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VB"
"\P 08h30-09h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VB-A"
"\P 09h-10h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VC"
"\P 09h-10h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VC-A"
"\P 09h30-10h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VD"
"\P 09h30-10h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VD-A"
"\P 10h-11h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VE"
"\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VE-A"
"\P 10h30-11h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VF"
"\P 10h30-11h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VF-A"
"\P 11h-12h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VG"
"\P 11h30-12h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VH"
"\P 12h-13h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VJ"
"\P 12h-13h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VJ-A"
"\P 12h30-13h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VK"
"\P 12h30-13h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VK-A"
"\P 13h30-14h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VM"
"\P 13h30-14h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VM-A"
"\P 14h30-15h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VO"
"\P 16h-17h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VR"
"\P 13h-14h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VS"
"\P 13h-14h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VS-A"
"\P 14h-15h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VT"
"\P 14h-15h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VT-A"
"\P 17h30-18h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VU"
"\P 17h30-18h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VU-A"
"\P 07h30-08h30 MAR. VEN. 1 MARS AU 1 DEC."|"SB-VV"
"\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VV-A"
"\P 17h-18h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VW"
"\P 17h-18h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VW-A"
"\P 07h-08h MAR. VEN. 1 MARS AU 1 DEC."|"SB-VX"
"\P 07h-08h MAR. VEN. 1 AVRIL AU 1 DEC."|"SB-VX-A"
"\P 19h30-20h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-VY-A"
"\P 22h-23h LUN. MER. 1 AVRIL AU 1 DEC."|"SB-VZ-A"
"\P 20h-21h MAR. JEU. 1 MARS AU 1 DEC"|"SB-WA"
"\P 20h-21h MAR. JEU. 1 AVRIL AU 1 DEC"|"SB-WA-A"
"\P 21h30-22h30 MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-WB-A"
"\P 22h-23h MAR. JEU. 1 AVRIL AU 1 DEC."|"SB-WC-A"
"\P 17H-18H30 LUN. JEU. 1 AVRIL AU 1 DEC."|"SB-WD-A"
"\P 06h-07h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC."|"SC-AA"
"\P 07h-08h LUN. MER. VEN. SAM. 1 AVRIL AU 1 DEC."|"SC-AB"
"\P 09h-17h MAR. MER. VEN. SAM. DIM."|"SC-JA"
"\P 08h-18h MAR. MER. VEN. SAM."|"SC-JC"
"\P 08h-16h MAR. MER. JEU. VEN."|"SC-JD"
"\P 09h-17h LUN, MAR, JEU, VEN"|"SC-JE"
"\P 9h-21h MAR. JEU. SAM. DIM"|"SC-JF"
"\P 06h-07h 1 MARS AU 1 DEC."|"SD-AB"
"\P 06h-07h 1 AVRIL AU 1 DEC."|"SD-AB-A"
"\P 07h30-08h30 1 MARS AU 1 DEC."|"SD-AC"
"\P 07h30-08h30 1 AVRILS AU 1 DEC."|"SD-AC-A"
"\P 07h-08h 1 MARS AU 1 DEC."|"SD-AD"
"\P 9h-13h"|"SD-AE"
"\P 09h30-13h"|"SD-AF"
"\P 06h30-07h30 1 MARS AU 1 DEC."|"SD-AG"
"\P 06h30-07h30 1 AVRIL AU 1 DEC."|"SD-AG-A"
"STAT. INT. 4H - 5H (1 MARS AU 1 DEC)"|"SD-AI"
"STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC)"|"SD-AI-A"
"STAT. INT. DE 5H - 7H (1 MARS AU 1 DEC)"|"SD-AJ"
"STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC)"|"SD-AJ-A"
"\P 05h-09h"|"SD-AL"
"\P AUX AUTOBUS"|"SD-AU"
"\P AUX CAMIONS"|"SD-CM"
"\P DANS LE CENTRE DU PARKING"|"SD-CP"
"\P 07h-19h"|"SD-JA"
"\P 08h-16h"|"SD-JB"
"\P 08h-17h"|"SD-JC"
"\P 08h-19h"|"SD-JD"
"\P 09h-23h"|"SD-JE"
"\P 09h-21h"|"SD-JF"
"\P 18h-23h"|"SD-JG"
"\P 09h-17h"|"SD-JH"
"\P 07h-17h"|"SD-JI"
"\P 09h-21h30"|"SD-JJ"
"\P 08h-21h30"|"SD-JK"
"\P 09h30-22h30"|"SD-JL"
"\P 09h-20h"|"SD-JM"
"\P 07h-24h"|"SD-JN"
"\P 07h-22h"|"SD-JO"
"\P 09h-22h30"|"SD-JP"
"\P 10h-22h30"|"SD-JQ"
"\P 09h-22h"|"SD-JR"
"\P 08h-22h30"|"SD-JS"
"\P 08h-24h"|"SD-JT"
"\P 09h-19h"|"SD-JU"
"\P 07h-16h"|"SD-JY"
"\P 01h-07h"|"SD-NA"
"\P 21h-07h"|"SD-NC"
"\P 17h-08h"|"SD-ND"
"\P 17h-09h"|"SD-NE"
"\P 19h-07h"|"SD-NF"
"\P 19h-08h"|"SD-NG"
"\P 18h-09h"|"SD-NH"
"\P 17h-07h"|"SD-NI"
"\P 18h-07h"|"SD-NJ"
"\P 23h-07h"|"SD-NK"
"\P 24h-06h"|"SD-NL"
"\P 00h-06h"|"SD-NP"
"\P 19h-06h30 EXCEPTE TAXI"|"SD-NQ"
"\P 09h-18h"|"SD-OA"
"\P 09h30-18h"|"SD-OB"
"\P 07h-18h"|"SD-OC"
"\P 08h-18h"|"SD-OD"
"\P MARS 01 A DEC. 01"|"SD-OE"
"\P 16 NOV. AU 14 MARS"|"SD-OF"
"\P 15 AVRIL AU 1 NOVEMBRE"|"SD-OG"
"\P 09h30-15h30"|"SD-OH"
"\P 1ER DECEMBRE AU 1ER MARS"|"SD-OI"
"\P 07h-19h (TEMPORAIRE - PLANCHE)"|"SD-OJ"
"\P 06h30-18h"|"SD-OM"
"\P 07h30-18h"|"SD-ON"
"\P 18h-24h LUN A VEN  +  08h-24h SAM ET DIM"|"SD-OP"
"\P 1 NOV. AU 1 AVRIL   CHUTE A NEIGE"|"SD-OQ"
"\P 1 AVRIL AU 15 NOVEMBRE"|"SD-OR"
"\P 13h-16h"|"SD-PB"
"\P 13h-21h"|"SD-PE"
"\P 15h-22h"|"SD-RC"
"\P AUX REMORQUES"|"SD-RM"
"\P 18h-3h"|"SD-SA"
"\P 21h-9h"|"SD-SB"
"\P 17h-24h"|"SD-SP"
"\P 18h-24h"|"SD-SR"
"\P 18h30 A 24h00"|"SD-SS"
"\P DEUX COTES"|"SD-TC"
"\P EN TOUT TEMPS"|"SD-TT"
"\P EN TOUT TEMPS"|"SD-TU"
"\P EN TOUT TEMPS (TEMPORAIRE - PANNEAU)"|"SD-TW"
"\P CARAVANE  HABITATION MOTORISEE  VEHICULE RECREATIF"|"SD-VR"
"\P 07h-09h"|"SD-VZ"
"\P 09h-17h LUN."|"SD-ZB"
"\P 09h-17h LUN. JEU."|"SD-ZD"
"\P 09h-17h MAR."|"SD-ZE"
"\P 07h30-15h JOURS D'ECOLE"|"SE-JA"
"\P 08h-16h JOURS D'ECOLE"|"SE-JB"
"\P 08h-17h LUN A VEN SEPT A JUIN"|"SE-JC"
"\P 07h30-16h JOURS D'ECOLE"|"SE-JD"
"\P 07h30-17h JOURS D'ECOLE"|"SE-JE"
"\P 07h-16h JOURS D'ECOLE"|"SE-JG"
"\P 7h30-9h 14h30-16h30 JOURS D'ECOLE"|"SE-JI"
"\P 08h-14h30 JOURS D'ECOLE"|"SE-JJ"
"\P 07h30-18h JOURS D'ECOLE"|"SE-JK"
"\P 07h-17h JOURS D'ECOLE"|"SE-JL"
"\P 08h-09h, 14h30-17h JOURS D'ECOLES"|"SE-JM"
"\P 08h-15h30 JOURS D'ECOLE"|"SE-JN"
"\P 09h30-16h JOURS D'ECOLE"|"SE-JQ"
"\P 07h30-08h30, 14h-15h LUN AU VEN SEPT. A JUIN"|"SE-QA"
"\P 07h-08h, 14h30-15h30 LUN A VEN SEPT. A JUIN"|"SE-QB"
"\P LIVRAISON SEULEMENT 07h-12h LUN A VEN"|"SL-AB"
"\P LIVRAISON SEULEMENT 07h-13h LUN A VEN"|"SL-AC"
"\P LIVRAISON SEULEMENT 6h-12h LUNDI A VENDREDI"|"SL-AK"
"\P LIVRAISON SEULEMENT 07h-11h LUN A VEN"|"SL-AL"
"\P LIVRAISON SEULEMENT 09h-13h LUN. AU SAM."|"SL-AM"
"\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN."|"SL-AN"
"\P LIVRAISON SEULEMENT 09h30-12h LUN. AU VEN."|"SL-AQ"
"\P LIVRAISON SEULEMENT 08h-11h LUN. AU VEN."|"SL-AV"
"\P LIVRAISON SEULEMENT 08h00-15h30 LUN. AU VEN."|"SL-JA"
"\P LIVRAISON SEULEMENT 08h-16h LUN. AU VEN."|"SL-JB"
"\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN."|"SL-JC"
"\P LIVRAISON SEULEMENT 08h-19h LUN. AU VEN."|"SL-JD"
"\P LIVRAISON SEULEMENT 07h30-13h30 30 JUIN AU 30 AOUT"|"SL-JE"
"\P LIVRAISON SEULEMENT 09h30-15h30 LUN. AU VEN."|"SL-JF"
"\P LIVRAISON SEULEMENT 08h-18h LUN A SAM"|"SL-JG"
"\P LIVRAISON SEULEMENT 09h-17h LUN. AU VEN."|"SL-JH"
"\P LIVRAISON SEULEMENT 07h-17h LUN. AU VEN."|"SL-JI"
"\P LIVRAISON SEULEMENT 07h-17h LUN. AU SAM."|"SL-JJ"
"\P LIVRAISON SEULEMENT 07h-18h LUN. AU VEN."|"SL-JK"
"\P LIVRAISON SEULEMENT 07h-18h LUN. AU SAM."|"SL-JL"
"\P LIVRAISON SEULEMENT 09h-17h LUN A SAM"|"SL-JM"
"\P LIVRAISON SEULEMENT 07h-16h LUN A VEN"|"SL-JN"
"\P LIVRAISON SEULEMENT 09h-16h LUN A VEN"|"SL-JO"
"\P LIVRAISON SEULEMENT 07h-19h LUN A VEN"|"SL-JP"
"\P LIVRAISON SEULEMENT 09h30-16h LUN. AU VEN."|"SL-JQ"
"\P LIVRAISON SEULEMENT 07h-15h30 LUN. A VEN."|"SL-JR"
"\P LIVRAISON SEULEMENT 09h30-18h LUN. AU VEN."|"SL-JS"
"\P LIVRAISON SEULEMENT 09h-15h30 LUN. AU VEN."|"SL-JT"
"\P LIVRAISON SEULEMENT 07h30-15h30 LUN A VEN"|"SL-JU"
"\P LIVRAISON SEULEMENT 07h-19h"|"SL-JV"
"\P LIVRAISON SEULEMENT 7h-15h LUN A VEN"|"SL-JW"
"\P LIVRAISON SEULEMENT 9h-15h LUN A VEN"|"SL-JY"
"\P LIVRAISON SEULEMENT 8h-15h LUN A VEN"|"SL-JZ"
"\P LIVRAISON SEULEMENT 09h30-19h LUN A SAM"|"SL-KA"
"\P 09h30-14h30 LUN AU VEN EXCEPTE LIVRAISON"|"SL-KB"
"\P 09h30-13h30 LUN A VEN EXCEPTE LIVRAISON"|"SL-KC"
"\P LIVRAISON SEULEMENT 09h-18h LUN. AU VEN."|"SL-OA"
"\P LIVRAISON SEULEMENT 11h-14h LUN A VEN"|"SL-OB"
"\P LIVRAISON SEULEMENT 13h-18h LUN. AU VEN."|"SL-PA"
"\P LIVRAISON SEULEMENT 13h-16h LUN. AU VEN."|"SL-PB"
"\P LIVRAISON SEULEMENT 12h-17h LUN. AU VEN."|"SL-PC"
"\P LIVRAISON SEULEMENT 13h-17h LUN. AU VEN."|"SL-PK"
"\P LIVRAISON SEULEMENT 13h-18h LUN. AU SAM."|"SL-PM"
"\P 18h-21h EXCEPTE LIVRAISON"|"SL-SA"
"\P LIVRAISON SEULEMENT EN TOUT TEMPS"|"SL-TT"
"JONCTION DEVANT (015)"|"SLR-143-015"
"SIGNAL AVANCÉ DE VOIE RÉSERVÉ - 100m"|"SLR-D-250-1-100"
"CHAUSSÉE CAHOTEUSE"|"SLR-D-360"
"Voies convergentes et parallèles, voies convergentes (entrée par la gauche)"|"SLR-DA-04"
"Signal avancé de bretelle"|"SLR-DA-05"
"ATTENTION À NOS ENFANTS"|"SLR-DA-09"
"LENTEMENT SECTEUR RÉSIDENTIEL"|"SLR-DA-10"
"24-Dénivelation"|"SLR-DA-11"
"Signal avancé de fin de la quatrième voie"|"SLR-DA-15"
"Signal avancé d'un passage piétonnier"|"SLR-DA-22"
"Signal avancé arrêt (75m)"|"SLR-DA-25"
"Panonceau de distance (150m)"|"SLR-DA-27"
"Plage d'heures (6h-9h)"|"SLR-DA-28"
"Vous n'avez pas priorité"|"SLR-DA-29"
"DANGER"|"SLR-DA-31"
"Vitesse recommandée près d'un point 24eux (30m)"|"SLR-DA-33"
"Vitesse recommandée dans une voie de sortie (55)"|"SLR-DA-34"
"Panonceau de distance (75m)"|"SLR-DA-35"
"Panonceau de distance (80m)"|"SLR-DA-36"
"Hauteur maximum après virage à gauche (3,95m)"|"SLR-DA-37"
"Hauteur maximum après virage à droite (3,95m)"|"SLR-DA-38"
"FLÈCHE DE DIRECTION - TOUT DROIT (BLEU)"|"SLR-FB-1"
"FLÈCHE DE DIRECTION- AVANCÉ GAUCHE (BLEU)"|"SLR-FB-12"
"FLÈCHE DE DIRECTION AVANCÉ DROITE (BLEU)"|"SLR-FB-13"
"Flèche de direction - à gauche (bleu)"|"SLR-FB-2"
"Flèche de direction - à droite (bleu)"|"SLR-FB-3"
"FLÈCHE DE DIRECTION - OBLIQUE À DROITE (BLEU)"|"SLR-FB-4"
"FLÈCHE DE DIRECTION - OBLIQUE DROITE (BLEU)"|"SLR-FB-5"
"AUTOROUTE 13  -  FOND BLEU"|"SLR-G-13"
"AUTOROUTE 520  -  FOND BLEU"|"SLR-G-520"
"Panneau spécifique (Blanc) – Photo disponible"|"SLR-GENERIQUE-BLANC"
"Panneau spécifique (Bleu) – Photo disponible"|"SLR-GENERIQUE-BLEU"
"Panneau spécifique (Jaune) – Photo disponible"|"SLR-GENERIQUE-JAUNE"
"Panneau spécifique (Rouge) – Photo disponible"|"SLR-GENERIQUE-ROUGE"
"Panneau spécifique (Stationnement) – Photo disponible"|"SLR-GENERIQUE-STAT"
"Panneau spécifique (Vert) – Photo disponible"|"SLR-GENERIQUE-VERT"
"Flèche de direction oblique à droite (EST)"|"SLR-I-240-P-2-D-V-E"
"Flèche de direction oblique à gauche (OUEST)"|"SLR-I-240-P-2-G-V-W"
"Port obligatoire de la ceinture de sécurité"|"SLR-IN-04"
"1 incitatif, metro"|"SLR-IN-06"
"20 de direction, aéroport (gauche)"|"SLR-IN-07"
"20 de direction, aéroport (oblique droit)"|"SLR-IN-08"
"20 de direction, aéroport (droit)"|"SLR-IN-09"
"20, poste de police de la Sûreté du Québec"|"SLR-IN-10"
"20, parking municipal (droite)"|"SLR-IN-11"
"20, parking municipal (gauche)"|"SLR-IN-12"
"20, débarcadère"|"SLR-IN-13"
"SANS ISSUE"|"SLR-IN-14"
"AIRE D'ATTENTE"|"SLR-IN-15"
"EXCEPTÉ CAMIONS"|"SLR-IN-16"
"Obligation pour les cyclistes de traverser sur le signal pour les piétons"|"SLR-IN-17"
"Poste de radio à syntoniser"|"SLR-IN-18"
"20 d'adresses civiques-VARIABLE EN REMARQUE"|"SLR-IN-19"
"Propriété privée"|"SLR-IN-20"
"1 À VOS RISQUES"|"SLR-IN-21"
"Plage d'adresse en croissant (575-585)"|"SLR-IN-65"
"Plage d'adresse en croissant (257-205)"|"SLR-IN-66"
"Identification de rue - Ovale blanc"|"SLR-IN-67"
"Identification de rue - Rectangulaire vert"|"SLR-IN-68"
"Identification de rue - Rectangulaire bleu"|"SLR-IN-69"
"Identification de rue - Ovale Jaune-Fluo (Corridor Scolaire)"|"SLR-IN-70"
"Limite de vitesse (maximale) (100)"|"SLR-P-070-2-100"
"Accès interdit aux patineurs sur roues alignées"|"SLR-P-130-28"
"60 min. - 9h00 - 16h00 - LUN. à VEN. (vignette)"|"SLR-P-150-6-HZ"
"Interdit de jouer au soccer (usage spécifique)"|"SLR-PA-01"
"Interdiction golf et 16"|"SLR-PA-02"
"Interdiction de jouer à la balle et baseball "|"SLR-PA-04"
"PASSAGE INTERDIT SUR CE PONT 15NOV-15AVRIL"|"SLR-PA-05"
"Interdiction de nourrir les animaux"|"SLR-PA-06"
"Interdiction de nourrir les animaux (texte)"|"SLR-PA-07"
"Veuillez garder ce lieu popre pour le bénéfice des autres utilisateurs"|"SLR-PA-08"
"Please keep this area clean for the benefit of other users"|"SLR-PA-09"
"Entreposage de neige interdit"|"SLR-PA-10"
"Interdiction de 'barbecue'"|"SLR-PA-11"
"24-Glace mince"|"SLR-PA-12"
"24 GLACE MINCE-DÉFENSE DE PATINER ET DE PASSER (bilingue)"|"SLR-PA-13"
"Toutes Directions"|"SLR-PR-02"
"ENTRÉE VÉHICULE D'URGENCE (tout droit)"|"SLR-PR-06"
"Direction des voies (tout droit ou à gauche ou à droite)"|"SLR-PR-08"
"Direction des voies (à gauche, à gauche, tout droit, tout droit, à droite)"|"SLR-PR-09"
"Direction des voies (à gauche, à gauche, tout droit, tout droit ou à droite)"|"SLR-PR-10"
"Direction des voies (à gauche, à gauche ou tout droit, tout droit, à droite)"|"SLR-PR-11"
"GAUCHE, TOUT DROIT, TOUT DROIT, DROIT"|"SLR-PR-12"
"Direction des voies (à gauche, à gauche ou tout droit, tout droit, à droite)"|"SLR-PR-13"
"Direction des voies (à gauche, à gauche ou tout droite ou à droite, à droite)"|"SLR-PR-14"
"Direction des voies (tout droit, tout doit et à droite, bus) (blanc)"|"SLR-PR-15"
"SORTIE"|"SLR-PR-16"
"Direction des voies (à gauche et tout droit, à droite)"|"SLR-PR-17"
"Direction des voies (tout droit, tout droit et à droite, à droite)"|"SLR-PR-18"
"Virage interdit au feu rouge"|"SLR-PR-19"
"OBLIGATOIRE"|"SLR-PR-20"
"VIRAGE À DROITE AUTOBUS SEULEMENT"|"SLR-PR-22"
"2 VOIES GAUCHES OBLIGATOIRES"|"SLR-PR-23"
"VOIE GAUCHE OBLIGATOIRE"|"SLR-PR-24"
"VOIE DROITE OBLIGATOIRE"|"SLR-PR-25"
"ENTRÉE SEULEMENT"|"SLR-PR-26"
"7h à 9h LUN À VEN SAUF AUTOBUS SCOLAIRE"|"SLR-PR-33"
"Limite de vitesse (maximale) (10)"|"SLR-PR-35"
"Limite de vitesse (maximale) (15)"|"SLR-PR-36"
"Limite de vitesse (minimale) (60)"|"SLR-PR-38"
"RAPPEL"|"SLR-PR-39"
"Km/h"|"SLR-PR-40"
"10KM/H PROTÉGEZ NOS ENFANTS"|"SLR-PR-41"
"Limite de vitesse maximale lorsque feux activées (30km/h)"|"SLR-PR-42"
"LIMITE DE VITESSE 4-ÉCOLES"|"SLR-PR-43"
"Distance-50m"|"SLR-PR-44"
"Distance-100m"|"SLR-PR-45"
"Distance-150m"|"SLR-PR-46"
"Cédez le passage"|"SLR-PR-48"
"Sortie seulement"|"SLR-PR-49"
"LIVRAISON INTERDITE"|"SLR-PR-50"
"Amende (50$)"|"SLR-PR-51"
"Amende (100$)"|"SLR-PR-52"
"Amende (200$)"|"SLR-PR-53"
"Amende (500$)"|"SLR-PR-54"
